outcome,effect,source,midpoint_prediction,midpoint_prediction_sd,midpoint_seeds,positional_prediction,positional_prediction_sd,positional_seeds,affine_bvse_prediction,affine_bvse_prediction_sd,affine_bvse_seeds,bvse_delta_prediction,bvse_delta_prediction_sd,bvse_delta_seeds,dft_barrier,midpoint_absolute_error,positional_absolute_error,delta_pos,affine_bvse_absolute_error,bvse_delta_absolute_error,delta_bvse,dft_path_length,dft_endpoint_displacement,dft_tortuosity,dft_bottleneck_mean_k_distance,dft_bottleneck_path_coordinate,dft_coordination_at_bottleneck,dft_smooth_coordination_at_bottleneck,dft_coordination_range,dft_smooth_coordination_range,composition_family,anion_family,em_bvse,bvse_path_length,bvse_endpoint_displacement,bvse_tortuosity,bvse_bottleneck_mean_k_distance,bvse_bottleneck_path_coordinate,bvse_coordination_at_bottleneck,bvse_smooth_coordination_at_bottleneck,bvse_coordination_range,bvse_smooth_coordination_range,litraj_min_volume,litraj_edge_length,litraj_max_weighted_mean_oxidation,litraj_max_volume,litraj_min_mean_covalent_radius,dft_profile_volume_min,dft_profile_volume_max,dft_profile_volume_range,dft_profile_volume_s_min,dft_profile_volume_s_max,dft_profile_volume_asymmetry,dft_profile_effective_cn_min,dft_profile_effective_cn_max,dft_profile_effective_cn_range,dft_profile_effective_cn_s_min,dft_profile_effective_cn_s_max,dft_profile_effective_cn_asymmetry,dft_profile_mean_rc_min,dft_profile_mean_rc_max,dft_profile_mean_rc_range,dft_profile_mean_rc_s_min,dft_profile_mean_rc_s_max,dft_profile_mean_rc_asymmetry,dft_profile_weighted_mean_oxi_min,dft_profile_weighted_mean_oxi_max,dft_profile_weighted_mean_oxi_range,dft_profile_weighted_mean_oxi_s_min,dft_profile_weighted_mean_oxi_s_max,dft_profile_weighted_mean_oxi_asymmetry,bvse_profile_volume_min,bvse_profile_volume_max,bvse_profile_volume_range,bvse_profile_volume_s_min,bvse_profile_volume_s_max,bvse_profile_volume_asymmetry,bvse_profile_effective_cn_min,bvse_profile_effective_cn_max,bvse_profile_effective_cn_range,bvse_profile_effective_cn_s_min,bvse_profile_effective_cn_s_max,bvse_profile_effective_cn_asymmetry,bvse_profile_mean_rc_min,bvse_profile_mean_rc_max,bvse_profile_mean_rc_range,bvse_profile_mean_rc_s_min,bvse_profile_mean_rc_s_max,bvse_profile_mean_rc_asymmetry,bvse_profile_weighted_mean_oxi_min,bvse_profile_weighted_mean_oxi_max,bvse_profile_weighted_mean_oxi_range,bvse_profile_weighted_mean_oxi_s_min,bvse_profile_weighted_mean_oxi_s_max,bvse_profile_weighted_mean_oxi_asymmetry
delta_pos,largest_harm,nebDFT2k:mp-760344_10_9_0_0_1,1.937875843048096,0.2353983100744203,10,2.8817732095718385,0.3668284733584549,10,1.265184225330535,0.0,10,2.042762541770935,0.2779532221059586,10,1.8200701331357576,0.1178057099123379,1.0617030764360806,-0.9438973665237428,0.5548859078052228,0.2226924086351771,0.3321934991700457,6.2687649937701675,5.404150968804928,1.159990723789206,1.9898510618022651,0.7019960572220975,11.0,1.0663982966281644,4.0,0.501940484081691,Li7C4O28Na4P4Co4,O,2.421132395675313,6.592542532138372,5.587874354422952,1.1797943393126225,1.8653143532312093,0.3239164992927507,9.0,1.2255376571595604,5.0,0.5812260720415018,7.035073348591253,5.404150968804928,-0.09063938365418824,12.27551070056388,0.8275,9.663871677392676,12.663607770864855,2.9997360934721797,0.5521095693153931,0.8546971998831222,0.30730782513999433,7.2586207841891355,8.419858691980021,1.1612379077908859,1.0,0.8546971998831222,0.048498587629635104,0.85,0.928,0.07800000000000007,0.4008120623887745,0.7019960572220975,-0.020035482193844822,-1.8590551217503766,-1.2117393824147227,0.6473157393356539,1.0,0.4008120623887745,0.010071252644430095,8.85287750077947,11.815239666791426,2.962362166011955,0.4901987836958154,0.0,-0.12106220068566387,6.874278813370441,8.492245354578165,1.617966541207724,1.0,0.6550620169497797,-0.21031277587655106,0.847857142857143,0.9345454545454547,0.0866883116883117,0.1603876285235596,0.6550620169497797,-0.017489945101743787,-1.8637873207185651,-0.6432176370480633,1.2205696836705018,1.0,0.4901987836958154,0.062133274481218526
delta_pos,largest_harm,nebDFT2k:mp-1202443_0_6_0_0_1,1.7236428797245025,0.4521653498085847,10,0.9406061708927156,0.1259077299185933,10,0.9472833463384484,0.0,10,1.2075319647789002,0.0782416790457574,10,1.9113331924867791,0.1876903127622768,0.970727021594064,-0.783036708831787,0.9640498461483308,0.7038012277078791,0.2602486184404518,7.5671730988881505,4.977406996456156,1.5203042677192906,1.9846232010593183,0.0,8.0,0.9170842690191944,5.0,0.4080187427491333,Li15O120Ge56,O,1.6245705508540969,7.845822434175089,4.98741565396895,1.573123833769788,1.9874190476662457,0.1681511462171683,10.0,0.959810836927948,3.0,0.5500785561384797,7.362940993724584,4.977406996456156,-0.13297842309708482,9.45069459271414,0.66,9.45069459271414,16.883959017621592,7.433264424907453,0.0,0.47379527660445586,0.2294075325919085,5.949479222034345,8.954897272912216,3.0054180508778714,0.0,0.47379527660445586,-0.10071669196248445,0.66,0.8528571428571429,0.19285714285714284,0.0,1.0,-0.027259427949579584,-2.0,-1.5266146568873058,0.4733853431126942,0.0,0.6263632274039844,-0.05668225939909244,9.57065323944866,18.43913909726054,8.86848585781188,0.0,0.5003606582385242,0.4803548561345412,5.965064021166905,11.69961000888351,5.734545987716606,0.0,0.5003606582385242,0.10687672302158013,0.66,0.8287499999999999,0.16874999999999984,0.0,1.0,-0.01872798385250396,-2.0,-0.9481451595958612,1.0518548404041388,0.0,0.6658369568768318,-0.06721012147013616
delta_pos,largest_harm,nebDFT2k:mp-1020056_2_2_1_1_0,1.5922298789024354,0.544522937230159,10,2.2594040513038633,0.3088958221388239,10,1.378566085915626,0.0,10,2.4072279214859007,0.3200497155977646,10,1.4526391147018671,0.1395907642005682,0.8067649366019962,-0.667174172401428,0.0740730287862412,0.9545888067840336,-0.8805157779977923,5.714277095259645,5.181886004443156,1.1027407956022182,2.0514146681868572,0.6026903774600298,10.0,0.9243700106680884,5.0,0.2543929791252475,Li15N80Si32Ca48,N,2.705232472162268,5.537276566797638,5.1818860013966805,1.0685832465834193,1.8489417116981797,0.6618191866650972,10.0,1.2845564637922642,6.0,0.523561010372799,7.863466130575904,5.181886004443156,-0.0418159091422659,13.177035073146584,1.0076923076923074,10.72088240941766,13.221798498012998,2.5009160885953374,0.4822714898089728,0.1648068918851468,0.1005785859833956,8.142237083029423,11.393687298622313,3.2514502155928895,0.4822714898089728,1.0,0.0212421808668317,1.0372222222222225,1.151333333333333,0.1141111111111108,0.1648068918851468,0.4822714898089728,-0.0013561182616337,-1.162276724661319,-0.9942942584881896,0.1679824661731294,1.0,0.4822714898089728,-0.0062933939300091,8.645986568511567,12.404869129045949,3.7588825605343814,0.4942569320351731,0.0,0.0001060404461910025,7.809146919057467,11.26254883532561,3.4534019162681435,0.4942569320351731,1.0,-0.0030258912894822743,0.9991666666666666,1.0955555555555556,0.09638888888888897,0.4942569320351731,1.0,-0.00046753282755762626,-1.0843272261898733,-0.33031964708013917,0.7540075791097341,0.0,0.4942569320351731,0.0009573508434534417
delta_pos,largest_harm,nebDFT2k:mp-26721_0_1_0_0_0,1.415192437171936,0.2186374284912573,10,0.5030007064342499,0.0916057208090453,10,0.4980294186075878,0.0,10,0.3745680510997772,0.1052468075576915,10,1.2890585620700676,0.1261338751018683,0.7860578556358178,-0.6599239805339494,0.7910291434624798,0.9144905109702904,-0.1234613675078106,5.767529559749699,4.943971860280308,1.1665781526965846,2.0018152567465224,0.0962815425615509,7.0,0.8035476750154936,3.0,0.2716706642031019,Li15O64P16Nb8,O,0.4988783583660745,6.227703717146111,4.9238092505207245,1.2648141713628511,2.0342932019652165,0.0,7.0,0.8319187851565389,5.0,0.391280114094622,12.052089335103323,4.943971860280308,-0.24904806490276954,12.507418095100116,0.66,12.236877911372789,15.039112729582683,2.802234818209895,1.0,0.5806857250995764,0.2190152461848962,5.530616683591911,10.641921675573982,5.111304991982071,0.0,0.5806857250995764,-0.2722754624873547,0.66,0.8516666666666667,0.19166666666666665,0.0,0.4173804827744659,-0.0016427656479593433,-2.0,-1.7287193109841241,0.2712806890158759,0.0,0.5806857250995764,-0.014222014990421972,12.073322889746455,16.11387117316807,4.040548283421616,0.0,0.3172663943657876,0.3709317824996461,5.389376272774668,10.923881480563184,5.5345052077885155,0.0,0.48129245815520366,0.045867097531119505,0.6915384615384615,0.8800000000000001,0.18846153846153857,0.0,0.6498471821682638,-0.013667631476307063,-1.9977757733001618,-1.559969395068367,0.4378063782317947,0.0,0.48129245815520366,-0.0033492732970457073
delta_pos,largest_harm,nebDFT2k:mp-772658_3_3_1_0_0,1.41910617351532,0.5212036383882392,10,0.8545012414455414,0.1351586459116086,10,1.005878738334525,0.0,10,1.1527736902236938,0.1349567259682819,10,1.7210608815584578,0.3019547080431379,0.8665596401129164,-0.5646049320697785,0.7151821432239329,0.568287191334764,0.1468949518891689,6.815861019375834,5.023898382073052,1.3566876757892046,2.05157092941915,0.6977113117852671,10.0,0.8380158013051269,4.0,0.1291337578660805,Li17O96V24Mn14,O,1.7713925844842044,7.162810056860545,5.024009,1.425716008243724,1.9509939911685188,0.1706935719834948,8.0,0.8860880133162445,6.0,0.1896354561273008,7.986980030665123,5.023898382073052,-0.18737362167581578,10.45573416876513,0.7220000000000001,10.455734168765124,12.597073701218415,2.1413395324532907,0.0,0.20397559904879117,0.09489386975507763,6.162691544218126,8.735704018230374,2.5730124740122475,1.0,0.42137581460026957,0.21754034362800345,0.7163636363636364,0.9075,0.19113636363636355,0.01007564349237987,0.42137581460026957,-0.018119854275689018,-1.9679412404009926,-1.4428811230793128,0.5250601173216798,0.01007564349237987,0.42137581460026957,0.02321599138887287,9.773207171118921,11.963599731788905,2.1903925606699843,0.0,0.5043705601151787,0.15041235248913232,5.984940080264526,10.93459474729606,4.949654667031535,0.0,0.5043705601151787,0.1345602111891484,0.7163636363636364,0.94625,0.2298863636363636,0.0,0.6698307875606561,-0.021626888791409726,-1.9807726380162156,-0.9519212956330448,1.0288513423831707,1.0,0.5043705601151787,0.052590994332070484
delta_pos,largest_harm,nebDFT2k:mp-772981_1_2_0_0_0,1.7140601217746734,0.3965879624381947,10,1.164497148990631,1.137847669402328,10,1.3535220541769883,0.0,10,1.369044643640518,0.4438656628931549,10,3.0772073401667797,1.3631472183921065,1.9127101911761488,-0.5495629727840423,1.723685285989791,1.7081626965262615,0.0155225894635298,6.172118219856882,5.869780699701077,1.0515074643540263,1.9228876812975324,0.5292905399901744,7.0,1.107099687625525,7.0,0.3917391753102639,Li3O32Zn6Ge12,O,2.642479829933849,6.371111389683551,5.891148418927562,1.0814718857216234,1.8188314649169364,0.4970159104833898,7.0,1.4251902617780836,7.0,0.7233294836012616,8.975485592924453,5.869780699701077,-0.18999802481666941,11.697434541947311,0.772,9.457677810682624,11.69743454194731,2.239756731264686,0.5292905399901744,0.0,-0.21332202760377594,5.435699021354918,7.9807197559162635,2.545020734561345,1.0,0.3520574658077475,0.03173775798265854,0.772,0.8893333333333334,0.1173333333333334,0.0,0.6873138411525554,-0.01020328824808131,-1.7956298975100775,-1.063510745218797,0.7321191522912804,0.0,0.5292905399901744,-0.019244834776183994,7.967217620286238,11.836910841552122,3.8696932212658837,0.4970159104833898,0.0,-0.19232311431448768,5.4890035312426475,8.302589523048917,2.81358599180627,1.0,0.6604406431568286,-0.037997210659027836,0.772,0.8815384615384615,0.10953846153846147,0.0,0.6604406431568286,-0.019155013522933195,-1.7866922108170311,-0.5138819210581941,1.2728102897588371,1.0,0.4970159104833898,-0.02183781763864412
delta_pos,largest_harm,nebDFT2k:mp-765964_0_6_1_0_0,1.1868966221809387,0.1743113829331364,10,1.6805315017700195,0.2406832688332559,10,1.0243783869852263,0.0,10,1.3561726927757265,0.2403826579658889,10,1.0074282938448391,0.1794683283360996,0.6731032079251804,-0.4936348795890808,0.0169500931403872,0.3487443989308871,-0.3317943057904999,4.530037698165633,4.256614499459573,1.0642348981193326,2.0522411169169583,0.0,8.0,0.7428131465853557,3.0,0.1086950157673646,Li31O112Si32V16,O,1.8177470151623096,4.732139462225401,4.269139463825761,1.1084527695388815,1.8395872951500296,0.5131765779577369,10.0,1.20591259851492,2.0,0.4887264826901557,10.015611468735475,4.256614499459573,-0.1538037814506553,12.20367863049136,0.809375,11.789356420068662,12.674343271416905,0.8849868513482431,1.0,0.1847387341030253,0.1350148273837215,7.332926067308325,8.521052048514905,1.1881259812065803,0.0,0.1847387341030253,0.03648495953743147,0.8374999999999999,0.8772222222222221,0.039722222222222214,0.41750252626180673,1.0,-0.007994901175109481,-1.803033737752613,-1.4918241574389248,0.3112095803136883,1.0,0.41750252626180673,-0.016268698931846015,9.50661355962085,12.076058677355231,2.5694451177343804,0.5131765779577369,0.0,0.1913774102601069,7.086883368408871,7.995349335212185,0.9084659668033144,0.5131765779577369,1.0,-0.06815274979992436,0.8270588235294117,0.8635294117647059,0.036470588235294144,0.5131765779577369,1.0,0.000641769643125012,-1.815697803320864,-1.0567926129528833,0.7589051903679807,1.0,0.5131765779577369,-0.009955261653900926
delta_pos,largest_harm,nebDFT2k:mp-763177_1_3_0_1_-1,0.5448391795158386,0.1430505665662658,10,1.003964638710022,0.2474995355032473,10,0.6471002417036935,0.0,10,0.7579331338405609,0.2055914772374038,10,0.459736825526761,0.0851023539890776,0.5442278131832611,-0.4591254591941834,0.1873634161769325,0.2981963083137999,-0.1108328921368674,2.6316245822025044,2.5082501557883936,1.049187448919078,1.966802793813932,0.4753757359992597,8.0,0.9770901505492272,5.0,0.0817144871773096,Li63O64F32V32,O+F,0.8724040001665392,3.0190916432002513,2.874600156675127,1.0502648989945955,1.8328251849003143,0.4938621921713977,7.0,1.1758498686603829,4.0,0.301354388493728,9.540190087125913,2.5082501557883936,-0.21403999928898632,10.240761667207266,0.8178571428571428,9.793588566850506,10.896605744370508,1.1030171775200017,0.0,0.7147424940792646,-0.09569693431452375,6.947976177631299,8.158852498939654,1.2108763213083549,1.0,0.2202101482578672,0.17529590127136574,0.8178571428571428,1.02875,0.21089285714285722,0.7147424940792646,0.0,0.028889831195035076,-1.2653554061125167,-1.0629922922804953,0.20236311383202144,0.0,0.7147424940792646,-0.01625130710437528,9.27407618666372,9.936569883327756,0.6624936966640362,0.4938621921713977,0.0,0.019898028329350836,6.736713859028288,7.502318254272607,0.7656043952443197,1.0,0.0,0.1785599096629107,0.8178571428571428,1.0605555555555555,0.24269841269841264,0.4938621921713977,1.0,0.007709354613097241,-1.3696930707029797,-0.9175101128724651,0.45218295783051465,0.0,0.4938621921713977,-0.019164553984432953
delta_pos,largest_harm,nebDFT2k:mp-1177804_0_1_0_0_1,1.6483089685440064,0.3650500790889656,10,2.1646708250045776,0.2087480041694076,10,1.788925969929026,0.0,10,2.0314053177833555,0.3022421760805471,10,1.6887457253068874,0.0404367567628809,0.4759250996976902,-0.4354883429348093,0.1001802446221387,0.3426595924764681,-0.2424793478543294,5.083584863143663,4.996194166355374,1.0174914532699275,1.9991569931381612,0.2619111632910431,7.0,0.9309226164908512,7.0,0.1557289240827727,Li47O96V24Co24,O,3.7334681514303054,5.445807564371832,5.096676593547174,1.0685016921157384,1.5545754837428198,0.5043710869031997,10.0,1.6959752775304684,10.0,0.730784798080819,6.149597637958499,4.996194166355374,-0.1585574519401221,10.405173392090704,0.904,9.608720722520356,10.6040465553628,0.995325832842445,0.5158220661283751,0.040584955012356,0.0259345506094827,7.536400996272966,8.51970662955344,0.983305633280474,1.0,0.7869658224128344,-0.0594524815822428,0.9127777777777778,1.0633333333333337,0.1505555555555556,0.2619111632910431,1.0,-0.0179567852196124,-1.6979680726394155,-1.0851051315915536,0.6128629410478621,1.0,0.5158220661283751,0.0081035390254957,6.119093591232934,10.130030405131016,4.010936813898082,0.5043710869031997,0.0,0.040782300545815886,6.9491815127134,8.39800005686666,1.4488185441532604,0.5043710869031997,0.8363628854690781,-4.967119087062599e-05,0.844,1.0711764705882354,0.22717647058823542,0.3359672594469895,0.0,0.005008310948186823,-1.7321337983550837,-0.4440451681398711,1.2880886302152126,1.0,0.5043710869031997,0.00020259035871961206
delta_pos,largest_harm,nebDFT2k:mp-1306251_7_5_1_1_0,1.6956409573554994,0.1897085117337769,10,1.0199448823928834,0.1157834231162787,10,0.6322725813562635,0.0,10,1.187491202354431,0.2465141503531806,10,1.5467144388152292,0.1489265185402701,0.5267695564223458,-0.3778430378820756,0.9144418574589656,0.3592232364607981,0.5552186209981675,4.1105392033411,4.108071982072011,1.0006005788797898,2.068282918331473,0.2491920243703554,9.0,0.9065642620038652,3.0,0.1012667851189503,Li71O72Mn12Fe24,O,0.8352504430006114,3.961477645371546,3.956117636354042,1.001354865934281,1.924738101690293,0.7523780624881191,12.0,1.241535762450359,2.0,0.2527662033008468,10.402318677522796,4.108071982072011,-0.18661851263359908,10.734006483878552,1.08,10.406533818517342,10.909641890485085,0.503108071967743,0.4997096557228791,0.7502200937005191,-0.0018316531929807311,10.292839071929308,11.660953996129274,1.3681149241999666,0.24919202437035542,0.4997096557228791,-0.001591774926405165,0.975,1.1144444444444446,0.1394444444444446,0.4997096557228791,0.0,-5.617568324889355e-05,-0.6595664142552741,-0.4692275927990287,0.19033882145624537,0.0,0.4997096557228791,-0.0004211860895834141,8.401445062071376,9.622877592514518,1.221432530443142,0.5011573942677109,0.0,0.0012143014138406016,9.51477163802825,11.277210469159083,1.762438831130833,1.0,0.5011573942677109,0.0034698771793006955,0.9314285714285714,1.1047058823529412,0.17327731092436982,0.5011573942677109,0.0,0.0003120156738397606,-0.7387115722921921,-0.3213676467460777,0.4173439255461144,1.0,0.5011573942677109,0.0005507478827266321
