source,trajectory_source,edge_reconstruction,litraj_min_volume,litraj_edge_length,litraj_max_weighted_mean_oxidation,litraj_max_volume,litraj_min_mean_covalent_radius,dft_profile_volume_min,dft_profile_volume_max,dft_profile_volume_range,dft_profile_volume_s_min,dft_profile_volume_s_max,dft_profile_volume_asymmetry,dft_profile_effective_cn_min,dft_profile_effective_cn_max,dft_profile_effective_cn_range,dft_profile_effective_cn_s_min,dft_profile_effective_cn_s_max,dft_profile_effective_cn_asymmetry,dft_profile_mean_rc_min,dft_profile_mean_rc_max,dft_profile_mean_rc_range,dft_profile_mean_rc_s_min,dft_profile_mean_rc_s_max,dft_profile_mean_rc_asymmetry,dft_profile_weighted_mean_oxi_min,dft_profile_weighted_mean_oxi_max,dft_profile_weighted_mean_oxi_range,dft_profile_weighted_mean_oxi_s_min,dft_profile_weighted_mean_oxi_s_max,dft_profile_weighted_mean_oxi_asymmetry,descriptor_status,event_oxidation_status,profile_oxidation_status
nebDFT2k:mp-1020056_0_0_1_1_0,relaxed,final Li endpoint appended to initial NEB image,7.072575595899682,5.181886005588375,-0.0360196652291937,13.705401707112182,1.0379999999999998,10.25702331877866,13.705401707112186,3.4483783883335253,0.5084313905624165,0.0,0.0080069081752434,8.826988750885329,12.780489532825106,3.953500781939777,0.5084313905624165,1.0,0.005081527023238,0.9991666666666664,1.1095000000000002,0.1103333333333336,0.5084313905624165,0.8505470733230361,0.002864944599813,-1.1886043868368872,-0.7985730669254301,0.3900313199114571,1.0,0.5084313905624165,0.0009331330280321,ok,,
nebDFT2k:mp-1020056_0_2_1_0_0,relaxed,final Li endpoint appended to initial NEB image,12.518979114744988,2.027377400428485,-0.247199049936426,14.632250014611794,1.0472727272727276,13.999096303093486,15.003705015772423,1.0046087126789374,1.0,0.5055661238545174,0.1199414041754867,10.31740930541592,11.817199267005684,1.4997899615897623,0.7717340294251701,0.0,0.332551966398495,1.063888888888889,1.0950000000000002,0.031111111111111,0.0,0.7717340294251701,-0.0010514958798995,-1.3894316173067722,-1.2160048286623766,0.1734267886443956,0.5055661238545174,1.0,0.001038466877543,ok,,
nebDFT2k:mp-1020056_2_2_1_1_0,relaxed,final Li endpoint appended to initial NEB image,7.863466130575904,5.181886004443156,-0.0418159091422659,13.177035073146584,1.0076923076923074,10.72088240941766,13.221798498012998,2.5009160885953374,0.4822714898089728,0.1648068918851468,0.1005785859833956,8.142237083029423,11.393687298622313,3.2514502155928895,0.4822714898089728,1.0,0.0212421808668317,1.0372222222222225,1.151333333333333,0.1141111111111108,0.1648068918851468,0.4822714898089728,-0.0013561182616337,-1.162276724661319,-0.9942942584881896,0.1679824661731294,1.0,0.4822714898089728,-0.0062933939300091,ok,,
nebDFT2k:mp-1147726_4_6_1_0_0,relaxed,final Li endpoint appended to initial NEB image,20.9428012575767,3.8883867577467086,-0.377077556678933,21.923654998122487,1.1046153846153846,21.93174471448951,23.50855465992469,1.5768099454351798,0.0,0.1910300805144107,0.2089230292153345,5.923161807417091,7.198234505363262,1.2750726979461708,0.0,0.4077394263000718,0.2097035840445142,1.0842857142857143,1.114,0.0297142857142858,0.7076594237261393,0.1910300805144107,0.0092219667032263,-1.8756267697829876,-1.7352385592198225,0.140388210563165,0.1910300805144107,0.0,-0.0011315383232838,ok,,
nebDFT2k:mp-1174212_5_7_0_0_0,relaxed,final Li endpoint appended to initial NEB image,9.86045312354783,2.74037553176692,-0.3285958837480501,10.21391363463477,0.8342857142857143,9.353311066441544,11.22351180965074,1.870200743209196,1.0,0.4669449259940536,0.1686096460922179,7.447235855610227,8.424285967258848,0.9770501116486212,1.0,0.4669449259940536,0.1123823806453061,0.8226666666666667,1.02,0.1973333333333333,0.7557932784516438,0.0,0.04473400694631,-1.725866783839341,-1.56795467166215,0.1579121121771907,1.0,0.4669449259940536,0.0304823872161624,ok,,
nebDFT2k:mp-1175313_9_13_0_0_0,relaxed,final Li endpoint appended to initial NEB image,10.696470238227436,2.712511450226794,-0.3375076701059885,11.625631749824318,0.90625,10.777291199647491,12.59476598454537,1.8174747848978772,1.0,0.4820832509962215,-0.0652115990188617,7.689880171332937,8.814189646060042,1.124309474727105,1.0,0.4820832509962215,-0.0187909884424382,0.928235294117647,1.068125,0.1398897058823529,0.4820832509962215,0.0,-0.0063939974986731,-1.618373727398289,-1.4700015942805846,0.1483721331177043,1.0,0.4820832509962215,-0.0104660343887119,ok,,
nebDFT2k:mp-1175624_0_3_0_1_0,relaxed,final Li endpoint appended to initial NEB image,10.424113152032739,2.5881529952884588,,11.079665968899764,0.8342857142857143,10.481517254622561,11.933303932889794,1.4517866782672328,1.0,0.4998650808045041,0.03932018111336966,7.843439684220111,9.012433046884764,1.1689933626646534,1.0,0.4998650808045041,0.006199709219471217,0.864,1.047777777777778,0.18377777777777793,0.4998650808045041,0.0,0.018559318555467108,,,,,,,partial_oxidation_missing,missing: ValueError: Valences cannot be assigned!,missing: ValueError: Valences cannot be assigned!
nebDFT2k:mp-1175840_1_1_1_0_0,relaxed,final Li endpoint appended to initial NEB image,7.56987991412868,4.975317221539516,,10.44550356803573,0.9228571428571428,9.692801739733401,10.706405945966818,1.013604206233417,0.495611259271287,0.8449193736462518,-0.055733880448920914,7.507948907588968,8.896214385329577,1.3882654777406085,0.32152709669808616,0.15436819417416553,0.03860415597076905,0.9059999999999999,1.0463157894736843,0.1403157894736844,0.495611259271287,0.0,0.003236413934782467,,,,,,,partial_oxidation_missing,missing: ValueError: Valences cannot be assigned!,missing: ValueError: Valences cannot be assigned!
nebDFT2k:mp-1176566_0_2_0_0_0,relaxed,final Li endpoint appended to initial NEB image,9.359845164593755,2.142533422782539,-0.4772237362707707,10.741446279405634,0.8523076923076923,10.062232298139254,10.86793539756288,0.8057030994236278,1.0,0.5479901373234899,0.0068816046379671,6.510842782786658,7.264269767890379,0.7534269851037214,0.5479901373234899,0.0,-0.0044619058426147,0.9011111111111112,0.952,0.0508888888888888,0.2762651526643055,1.0,-0.0052384876989748,-1.7340807622029255,-1.618368925393391,0.1157118368095344,0.2762651526643055,0.0,-0.0053138239579814,ok,,
nebDFT2k:mp-1176566_0_2_0_1_0,relaxed,final Li endpoint appended to initial NEB image,7.683707848167357,5.03482281695927,-0.0983781972004184,9.518123117138616,0.8435294117647059,8.079416159401648,10.044844825323942,1.9654286659222944,0.4867902445530973,0.1227862665400463,0.0251855023318219,6.635712524552505,8.793846528161763,2.1581340036092582,1.0,0.6757449301300812,-0.0904625302416213,0.788235294117647,0.9906666666666666,0.2024313725490195,1.0,0.8705161511366722,-0.003147891305412,-1.8624945098231311,-1.116265128084443,0.7462293817386885,1.0,0.4867902445530973,-0.0247359787822776,ok,,
nebDFT2k:mp-1176649_6_7_0_0_0,relaxed,final Li endpoint appended to initial NEB image,9.79367557352903,4.36648039381139,-0.3135345949256664,11.231077672708237,0.7787499999999999,11.231077672708237,12.343442564124013,1.112364891415778,0.0,0.2692621501195613,0.1875536743200605,6.2611049068152935,7.365261853335523,1.10415694652023,0.0,0.6104976679840249,0.0662529089496062,0.7653333333333333,0.8634999999999999,0.0981666666666666,0.8700924824656648,0.0,0.0160224105207683,-1.729756492414273,-1.4831063750157207,0.2466501173985522,0.2692621501195613,0.6104976679840249,-0.0716797719974422,ok,,
nebDFT2k:mp-1176994_9_9_1_0_0,relaxed,final Li endpoint appended to initial NEB image,5.717551427403425,4.9588885335666,-0.2034712927771005,9.551672865352533,0.9159999999999998,8.59135244612646,9.695061116326048,1.1037086701995875,0.4939501084684736,0.1478728880149469,0.0572143213174456,7.198029106730102,8.55034613081331,1.3523170240832076,0.4939501084684736,0.1478728880149469,0.0473892601221486,0.8835294117647058,0.975,0.0914705882352943,0.3167103092587759,0.843798990346275,-0.0079656464885559,-1.6612484625210815,-1.1132526380572478,0.5479958244638339,1.0,0.4939501084684736,0.0095530003073902,ok,,
nebDFT2k:mp-1177804_0_1_0_0_1,relaxed,final Li endpoint appended to initial NEB image,6.149597637958499,4.996194166355374,-0.1585574519401221,10.405173392090704,0.904,9.608720722520356,10.6040465553628,0.995325832842445,0.5158220661283751,0.040584955012356,0.0259345506094827,7.536400996272966,8.51970662955344,0.983305633280474,1.0,0.7869658224128344,-0.0594524815822428,0.9127777777777778,1.0633333333333337,0.1505555555555556,0.2619111632910431,1.0,-0.0179567852196124,-1.6979680726394155,-1.0851051315915536,0.6128629410478621,1.0,0.5158220661283751,0.0081035390254957,ok,,
nebDFT2k:mp-1177804_0_2_0_0_1,relaxed,final Li endpoint appended to initial NEB image,10.256116972437,2.558624491152892,-0.3494138971276205,11.179256508049487,0.8342857142857143,10.291289410638704,12.007130563473751,1.715841152835047,1.0,0.5188947513764844,0.0585778764373214,7.164938092477976,8.876374116175482,1.711436023697506,1.0,0.5188947513764844,-0.0176146036143149,0.8342857142857143,1.043888888888889,0.2096031746031748,0.5188947513764844,1.0,-0.0130590566617551,-1.7279249784428783,-1.4871302203024244,0.2407947581404539,1.0,0.5188947513764844,0.0017556803812767,ok,,
nebDFT2k:mp-1177943_4_7_0_0_0,relaxed,final Li endpoint appended to initial NEB image,9.571090361994882,3.1270460324120997,-0.07707530195827327,10.593595979078968,0.956470588235294,10.556696611754811,11.49156340779796,0.9348667960431492,1.0,0.5248518335864063,-0.02194346248514023,9.524756465809569,10.206945758618938,0.6821892928093689,0.2466342036182093,0.0,-0.03190644102314977,0.9749999999999999,1.1047058823529412,0.12970588235294134,0.5248518335864063,0.0,0.020047246445749956,-0.6436309427267055,-0.5708932759537868,0.07273766677291871,1.0,0.5248518335864063,-0.003844822368316181,ok,ok,ok
nebDFT2k:mp-1178166_8_9_0_0_1,relaxed,final Li endpoint appended to initial NEB image,12.1993776212496,3.238504355507746,-0.20360581497241287,13.988670705868767,1.126923076923077,12.347249766524666,15.927726955512762,3.5804771889880964,0.0,0.5728986792586984,-0.6236989090563512,5.955851305113565,7.647741081669109,1.691889776555544,1.0,0.26769376704292286,0.14193990569032877,1.18625,1.2886666666666668,0.10241666666666682,0.8237406495899813,0.26769376704292286,0.02235279231296472,-1.420048079572303,-1.0723993462339338,0.3476487333383691,1.0,0.5728986792586984,0.008836237840721961,ok,ok,ok
nebDFT2k:mp-1202443_0_6_0_0_1,relaxed,final Li endpoint appended to initial NEB image,7.362940993724584,4.977406996456156,-0.13297842309708482,9.45069459271414,0.66,9.45069459271414,16.883959017621592,7.433264424907453,0.0,0.47379527660445586,0.2294075325919085,5.949479222034345,8.954897272912216,3.0054180508778714,0.0,0.47379527660445586,-0.10071669196248445,0.66,0.8528571428571429,0.19285714285714284,0.0,1.0,-0.027259427949579584,-2.0,-1.5266146568873058,0.4733853431126942,0.0,0.6263632274039844,-0.05668225939909244,ok,ok,ok
nebDFT2k:mp-1222404_0_0_0_1_-1,relaxed,final Li endpoint appended to initial NEB image,20.23988543399422,3.943880602353037,-0.4250387927906583,20.802578956429084,1.1442857142857144,20.23988543399421,21.66678069293802,1.4268952589438086,0.0,0.24748356593842863,0.0004615353121693033,6.332552869006331,7.030007331684975,0.6974544626786443,0.0,0.24748356593842863,0.00011419079258612186,1.1338461538461542,1.2650000000000003,0.13115384615384618,0.5002623040568027,0.0,3.732970037562122e-05,-1.8972945713981808,-1.4058868698752272,0.49140770152295365,0.0,0.5002623040568027,-4.614563746174749e-05,ok,ok,ok
nebDFT2k:mp-1222469_0_0_0_1_0,relaxed,final Li endpoint appended to initial NEB image,9.575577535588636,14.012373380630857,-0.07097040672914932,13.467548461375419,0.7979999999999999,12.947064861167645,14.30779259095981,1.3607277297921652,0.47167032901628914,0.16532078993642077,-0.00604666432156975,5.5185253336425015,8.678479465353908,3.159954131711406,0.0,0.16532078993642077,0.2992673261491756,0.7893749999999999,0.8505882352941176,0.06121323529411771,0.650224113940418,0.32489258403629495,0.01114614485495058,-1.9739921715394755,-1.5946565336220024,0.37933563791747305,0.0,0.47167032901628914,0.03188698528457823,ok,ok,ok
